run_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_strategy	read_count	base_count	fastq_ftp	submitted_ftp	submitted_format	sra_ftp	sample_alias	host	collection_date
SRR9224110	SAMN11950405	SRX5994733	SRR9224110	408170	human gut metagenome	WGS	9470614	1801027198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224110/SRR9224110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224110/SRR9224110_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224110	ao-0072_MG	ao	2015-04-09
SRR9224111	SAMN11950406	SRX5994732	SRR9224111	408170	human gut metagenome	WGS	16478816	3094517112	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224111/SRR9224111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224111/SRR9224111_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224111	ao-0073_MG	ao	2015-04-10
SRR9224112	SAMN11950407	SRX5994731	SRR9224112	408170	human gut metagenome	WGS	6964243	1340145265	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224112/SRR9224112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224112/SRR9224112_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224112	ao-0074_MG	ao	2015-04-13
SRR9224118	SAMN11950408	SRX5994725	SRR9224118	408170	human gut metagenome	WGS	6504410	1220043826	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224118/SRR9224118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224118/SRR9224118_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224118	ao-0075_MG	ao	2015-04-15
SRR9224119	SAMN11950409	SRX5994724	SRR9224119	408170	human gut metagenome	WGS	7242608	1366360147	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224119/SRR9224119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224119/SRR9224119_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224119	ao-0076_MG	ao	2015-04-16
SRR9224252	SAMN11950410	SRX5994591	SRR9224252	408170	human gut metagenome	WGS	384366	68989548	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224252/SRR9224252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224252/SRR9224252_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224252	ao-0077_MG	ao	2015-04-17
SRR9224251	SAMN11950411	SRX5994592	SRR9224251	408170	human gut metagenome	WGS	7110088	1372219993	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224251/SRR9224251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224251/SRR9224251_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224251	ao-0078_MG	ao	2015-04-20
SRR9224250	SAMN11950412	SRX5994593	SRR9224250	408170	human gut metagenome	WGS	8390678	1629908572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224250/SRR9224250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224250/SRR9224250_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224250	ao-0079_MG	ao	2015-04-21
SRR9224249	SAMN11950413	SRX5994594	SRR9224249	408170	human gut metagenome	WGS	8234732	1593045320	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224249/SRR9224249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224249/SRR9224249_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224249	ao-0080_MG	ao	2015-04-22
SRR9224256	SAMN11950414	SRX5994587	SRR9224256	408170	human gut metagenome	WGS	12675489	2428601283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224256/SRR9224256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224256/SRR9224256_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224256	ao-0081_MG	ao	2015-04-23
SRR9224255	SAMN11950415	SRX5994588	SRR9224255	408170	human gut metagenome	WGS	6195928	1192752876	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224255/SRR9224255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224255/SRR9224255_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224255	ao-0082_MG	ao	2015-04-24
SRR9224288	SAMN11950416	SRX5994555	SRR9224288	408170	human gut metagenome	WGS	8048897	1535833835	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224288/SRR9224288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224288/SRR9224288_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224288	ao-0083_MG	ao	2015-04-27
SRR9224253	SAMN11950417	SRX5994590	SRR9224253	408170	human gut metagenome	WGS	8208258	1571855444	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224253/SRR9224253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224253/SRR9224253_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224253	ao-0084_MG	ao	2015-04-28
SRR9224258	SAMN11950418	SRX5994585	SRR9224258	408170	human gut metagenome	WGS	15173944	2915699437	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224258/SRR9224258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224258/SRR9224258_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224258	ao-0085_MG	ao	2015-04-30
SRR9224257	SAMN11950419	SRX5994586	SRR9224257	408170	human gut metagenome	WGS	6965418	1340780666	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224257/SRR9224257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224257/SRR9224257_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224257	ao-0086_MG	ao	2015-05-05
SRR9224472	SAMN11950420	SRX5994934	SRR9224472	408170	human gut metagenome	WGS	7395443	1414966864	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224472/SRR9224472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224472/SRR9224472_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224472	ao-0087_MG	ao	2015-05-06
SRR9224473	SAMN11950421	SRX5994933	SRR9224473	408170	human gut metagenome	WGS	6223603	1196911979	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224473/SRR9224473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224473/SRR9224473_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224473	ao-0088_MG	ao	2015-05-07
SRR9224470	SAMN11950422	SRX5994936	SRR9224470	408170	human gut metagenome	WGS	6871376	1311461229	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224470/SRR9224470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224470/SRR9224470_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224470	ao-0089_MG	ao	2015-05-08
SRR9224471	SAMN11950423	SRX5994935	SRR9224471	408170	human gut metagenome	WGS	11296691	2187509311	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224471/SRR9224471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224471/SRR9224471_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224471	ao-0090_MG	ao	2015-05-11
